ID,Year,Host,strain name
EPI2703043,2022,Anseriformes,A/Snow Goose/North Dakota/USDA-011036-004/2022
EPI2703042,2022,Aves,A/turkey Vulture/North Dakota/USDA-013144-001/2022
EPI3338005,2022,Environment,A/environment/Chile/C62069/2022
EPI3320733,2022,Aves,A/Bald_Eagle/NB/FAV-0545-1/2022
EPI3306457,2022,Aves,A/Mixed/AB/FAV-0497-1/2022
EPI2703039,2022,Anseriformes,A/Snow Goose/South Dakota/USDA-009478-004/2022
EPI2869764,2023,Aves,A/turkey/South Dakota/23-031328-001/2023
EPI2246096,2022,Aves,A/chicken/Utah/22-012375-001/2022
EPI3017767,2024,Anseriformes,A/mute_swan/Poland/MB021-N/2024
EPI3314058,2022,Aves,A/Duck/BC/FAV-1479-1/2022
EPI2703027,2022,Anseriformes,A/Snow Goose/Missouri/USDA-006328-022/2022
EPI3314050,2022,Aves,A/American_Crow/BC/FAV-0053-20/2022
EPI3488395,2023,Aves,A/Buteo buteo/Zuerich/V0119/2023
EPI3320717,2022,Aves,A/Wood_Duck/ON/FAV-0715-3/2022
EPI2119243,2022,Aves,A/Common Tern/Netherlands/12/2022
EPI2306957,2022,Galliformes,A/chicken/Sakhalin/37-4V/2022
EPI2141129,2021,Aves,A/laying_hen/Italy/21VIR11253-1/2021
EPI3017759,2024,Galliformes,A/turkey/Poland/H36-T3/2024
EPI2141121,2021,Galliformes,A/turkey/Italy/21VIR11254-1/2021
EPI3017750,2024,Galliformes,A/chicken/Poland/H22-T2/2024
EPI3488387,2023,Charadriiformes,A/Chroicocephalus ridibundus/Altnau/V0282/2023
EPI1877873,2021,Aves,A/white_stork/Poland/MB391/2021
EPI3320709,2022,Aves,A/Turkey_Vulture/QC/FAV-0489-2/2022
EPI2703010,2022,Aves,A/turkey Vulture/North Dakota/USDA-013149-001/2022
EPI2246072,2022,Aves,A/chicken/Minnesota/22-012373-001/2022
PP914102,2024,Artiodactyla,A/cattle/Texas/MP10/2024
EPI2310194,2022,Charadriiformes_smithsonianus,A/herring gull/Maine/22-022526-004/2022
EPI671515,2014,Anseriformes,partial/A/duck/Phenom Penh/OIE8/2015
EPI3306425,2022,Aves,A/Mixed/AB/FAV-0493-9/2022
EPI3314034,2022,Aves,A/Turkey/ON/FAV-1469-2/2022
EPI3488379,2023,Charadriiformes,A/Chroicocephalus ridibundus/Baldegg/V0270/2023
EPI506461,2012,Galliformes,A/chicken/Egypt/VRLCU-6/2012
EPI2141103,2021,Galliformes,A/turkey/Italy/21VIR11251-1/2021
EPI3314026,2022,Aves,A/Turkey/BC/FAV-1468-5/2022
EPI3488363,2023,Charadriiformes,A/Chroicocephalus ridibundus/Lutry/V0268/2023
EPI2119216,2022,Aves,A/Common Tern/Netherlands/20/2022
EPI2246056,2022,Aves,A/chicken/Colorado/22-012308-001/2022
PP802094,2022,Accipitriformes,A/bald eagle/USA/22-014971-001/2022
EPI2310178,2022,Aves,A/great horned owl/Massachusetts/22-016611-013/2022
EPI2068993,2022,Accipitriformes,A/white-tailed eagle/Sweden/SVA220412SZ0583/FB001304/AC-2022
EPI3306409,2022,Aves,A/Chicken/AB/FAV-0500/2022
EPI3314018,2022,Aves,A/Turkey/BC/FAV-1468-3/2022
EPI3314010,2022,Aves,A/Snow_Goose/QC/FAV-1628-27/2022
EPI3488355,2023,Charadriiformes,A/Chroicocephalus ridibundus/Luzern/V0161/2023
EPI2119208,2022,Aves,A/Common Tern/Netherlands/19/2022
EPI2240742,2022,Aves,A/Mallard Duck/Netherlands/29/2022
EPI2119200,2022,Aves,A/Caspian Gull/Netherlands/7/2022
EPI2306917,2022,Galliformes,A/chicken/Sakhalin/37-1V/2022
EPI2789262,2022,Aves,A/white-naped crane/Kagoshima/KU-176/2022 (H5N1)
EPI1877839,2021,Accipitriformes,A/White-Tailed Eagle/Sweden/SVA210528SZ0223/KN002027/AB-2021
EPI2310162,2022,Charadriiformes_marinus,A/great black-backed gull/Massachusetts/22-016611-008/2022
EPI3314002,2022,Aves,A/Red-tailed_Hawk/BC/FAV-0053-31/2022
EPI2214492,2022,Aves,A/Mallard/Netherlands/25/2022
EPI2240734,2022,Aves,A/Mallard Duck/Netherlands/28/2022
EPI2584526,2011,Galliformes,A/chicken/Egypt/101/2011
PP802078,2022,Accipitriformes,A/bald eagle/USA/22-013831-001/2022
PP799725,2024,Artiodactyla,A/cattle/New Mexico/24-010330-012-300/2024
EPI2246032,2022,Aves,A/turkey/Minnesota/22-012286-001/2022
PP802070,2022,Accipitriformes,A/bald eagle/USA/22-013001-001/2022
EPI2306901,2022,Galliformes,A/chicken/Khabarovsk/24-10V/2022
EPI1927676,2021,Anseriformes,A/mute swan/Croatia/100/2021
EPI2310154,2022,Corvidae,A/american crow/Massachusetts/22-016611-007/2022
EPI3614275,2023,Aves,A/thick-billed murre/Sakhalin/407-9V/2023
EPI2214487,2022,Aves,A/Mallard/Netherlands/24/2022
EPI3488331,2023,Charadriiformes,A/Chroicocephalus ridibundus/Vevey/V0254/2023
EPI2702598,2022,Anseriformes,A/Trumpeter Swan/Wisconsin/USDA-011237-001/2022
EPI2789246,2022,Aves,A/white-naped crane/Kagoshima/KU-171/2022 (H5N1)
PP802062,2022,Charadriiformes,A/Thayers gull/USA/22-036618-001/2022
EPI2068968,2022,Anseriformes,A/Barnacle goose/Sweden/SVA220428SZ0404/FB001285/H-2022
EPI2310146,2022,Charadriiformes_marinus,A/great black-backed gull/Massachusetts/22-016611-005/2022
EPI2068960,2022,Charadriiformes,A/European herring gull/Sweden/SVA220422SZ0382/FB001241/G-2022
EPI2140695,2021,Galliformes,A/turkey/Italy/21VIR10757-1/2021
EPI2919538,2023,mammal,A/sea lion/Brazil/KU-3594/2023
EPI2214479,2022,Aves,A/Common Buzzard/Netherlands/2/2022
EPI3488323,2023,Charadriiformes,A/Chroicocephalus ridibundus/Yverdon-les-Bains/V0244/2023
EPI2240718,2022,Aves,A/Gadwall/Netherlands/3/2022
EPI2702586,2022,Anseriformes,A/Snow Goose/North Dakota/USDA-010663-015/2022
EPI2584507,2013,Aves,A/chicken/Egypt/VRLCU157-12/2013
EPI2214471,2022,Aves,A/Common Teal/Netherlands/3/2022
EPI2240710,2022,Aves,A/Eurasian Wigeon/Netherlands/5/2022
EPI2246016,2022,Aves,A/turkey/Minnesota/22-012285-001/2022
EPI2310138,2022,Accipitriformes,A/red-tailed hawk/Massachusetts/22-016611-004/2022
EPI2789230,2022,Aves,A/white-naped crane/Kagoshima/KU-167/2022 (H5N1)
EPI3614259,2023,Charadriiformes,A/gull/Sakhalin/407-3V/2023
EPI2310130,2022,Accipitriformes,A/red-tailed hawk/Massachusetts/22-016611-001/2022
EPI3488315,2023,Charadriiformes,A/Chroicocephalus ridibundus/Zuerich/V0121/2023
EPI3526195,2024,Artiodactyla,A/dairy cow/USA/24_023181-001/2024
EPI3649784,2024,Galliformes,A/chicken/USA/24-031862-008/2024
EPI2710187,2022,Aves,A/American White Pelican/Iowa/USDA-011101-007/2022
EPI2919521,2023,mammal,A/sea lion/Brazil/KU-3584/2023
EPI2702575,2022,Anseriformes,A/Snow Goose/North Dakota/USDA-009399-003/2022
EPI2702574,2022,Anseriformes,A/Trumpeter Swan/Michigan/USDA-011517-009/2022
PP802046,2022,Charadriiformes,A/Sabine's gull/USA/22-017953-006/2022
EPI2810206,2023,Galliformes,A/pheasant/Denmark/08786-1/2023-11-20
EPI2789222,2022,Aves,A/hooded crane/Kagoshima/KU-165/2022 (H5N1)
EPI2310122,2022,Accipitriformes,A/red-tailed hawk/Massachusetts/22-010671-010/2022
EPI3488307,2023,Charadriiformes,A/Chroicocephalus ridibundus/Zuerich/V0263/2023
EPI2072192,2022,Aves,A/magpie/Scotland/012805/2022
EPI3305984,2022,Aves,A/Turkey_Vulture/ON/FAV-0527-4/2022
EPI2140669,2021,Galliformes,A/turkey/Italy/21VIR10929/2021
EPI2310114,2022,Falconiformes,A/peregrine falcon/Massachusetts/22-010671-009/2022
EPI2072184,2022,Aves,A/coot/England/388108/2022
EPI2140660,2021,Galliformes,A/chicken/Italy/21VIR10812-11/2021
EPI2702551,2022,Anseriformes,A/Snow Goose/North Dakota/USDA-009410-001/2022
EPI2614494,2023,Aves,A/turkey vulture/Pennsylvania/23-015040-001/2023
EPI1980686,2022,Anseriformes,A/mute swan/Czech Republic/785/2022
EPI2072176,2021,Aves,A/Little_gull/England/109275/2021
EPI2534293,2022,Aves,A/pelican/Honduras/23-000009-001/2022
EPI2710156,2022,Aves,A/Magpie/Wyoming/USDA-012665-001/2022
EPI3649752,2024,Galliformes,A/chicken/USA/24-031862-012/2024
EPI2710155,2022,Aves,A/American White Pelican/Missouri/USDA-006970-001/2022
EPI3305960,2022,Aves,A/Swainsons_Hawk/SK/FAV-0802-56/2022
PQ482177,2024,Artiodactyla,A/cattle/MI/24-013999-001-original/2024
EPI2614486,2023,Aves,A/great horned owl/Wyoming/23-014892-001/2023
EPI3251752,2023,Environment,A/environment/Bangladesh/58578/2023
EPI2496406,2023,Charadriiformes,A/Chroicocephalus_ridibundus/Belgium/00816_0001/2023
EPI3591184,2023,Charadriiformes,A/black-headed_gull/Italy/23VIR2240-1/2023
EPI2072160,2022,Anseriformes,A/domestic_duck/England/019894/2022
EPI3313562,2022,Aves,A/Chicken/SK/FAV-1385-1/2022
EPI1923252,2021,Galliformes,A/chicken/Netherlands/21037233-001/2021
EPI3305952,2022,Aves,A/Red-Tailed_Hawk/ON/FAV-0560-2/2022
EPI2191393,2022,Aves,A/Eurasian Spoonbill/Netherlands/7/2022
EPI2614478,2023,Aves,A/red-tailed hawk/New York/23-014343-001/2023
EPI2614470,2023,Aves,A/turkey vulture/Utah/23-014335-001/2023
EPI2072152,2022,Galliformes,A/pheasant/England/019746/2022
EPI3591170,2023,Charadriiformes,A/black-headed_gull/Italy/23VIR2013-8/2023
EPI3313554,2022,Aves,A/Chicken/SK/FAV-1384-2/2022
EPI2702527,2022,Anseriformes,A/Snow Goose/North Dakota/USDA-009481-002/2022
EPI2415032,2022,Accipitriformes,A/red-shouldered hawk/North Carolina/121/2022
EPI1923236,2021,Aves,A/great_skua/Scotland/041672/2021
EPI2191377,2022,Aves,A/Eurasian Spoonbill/Netherlands/5/2022
EPI2702514,2022,Anseriformes,A/Snow Goose/North Dakota/USDA-011033-005/2022
EPI3502199,2023,Anseriformes,A/Eurasian teal /Israel/5/2023
EPI2872496,2023,Galliformes,A/Chicken/Argentina/481-2/2023
EPI3418499,2024,Artiodactyla,A/dairy cow/Iowa/24_017582-001/2024
EPI2072136,2022,Anseriformes,A/domestic_duck/England/017166/2022
EPI3418491,2024,Artiodactyla,A/dairy cow/Iowa/24_017583-001/2024
EPI2191369,2022,Aves,A/Lesser Black-backed Gull/Netherlands/4/2022
EPI3487878,2024,Galliformes,A/chicken/Colorado/24-020285-005/2024
EPI3313530,2022,Aves,A/Chicken/BC/FAV-1541-1/2022
EPI2702504,2022,Anseriformes,A/Snow Goose/North Dakota/USDA-009481-003/2022
EPI2669558,2022,Anseriformes,A/goose/Magadan/2272-5/2022 
EPI2341231,2023,Galliformes,A/Chicken/Netherlands/23001413-001005/2023
EPI2614446,2023,Aves,A/red-tailed hawk/New York/23-014131-001/2023
EPI3502188,2022,Anseriformes,A/Anas platyrhynchos/Israel/1047/2022
EPI1980637,2021,Galliformes,A/pheasant/Czech Republic/25827-1/2021
EPI2872482,2023,Galliformes,A/Chicken/Argentina/477-5/2023
EPI2807459,2022,Aves,A/Caspian tern/Astrakhan/32/2022
EPI2807456,2022,Animal,A/Caspian tern/Astrakhan/38/2022
EPI2072120,2022,Galliformes,A/pheasant/Wales/016441/2022
EPI2102394,2022,Aves,A/wild_bird/Spain/1302-1_22VIR6312-11/2022
EPI3313522,2022,Aves,A/Turkey/QC/FAV-1371-2/2022
EPI1980621,2021,Galliformes,A/chicken/Czech Republic/25690/2021
EPI2072112,2022,Galliformes,A/chicken/England/014330/2022
EPI2102386,2022,Aves,A/Anser_anser/Spain/1277-10_22VIR6312-10/2022
EPI2510297,2022,Aves,A/American green-winged teal/Texas/UGAI22-3462/2022
EPI3364260,2023,Aves,A/turkey/Minnesota/23-038354-002/2023
EPI2669532,2022,Animal,A/Vulpes vulpes/New_York/067387/2022
EPI2614422,2023,Aves,A/red-tailed hawk/New York/23-014008-001/2023
EPI2872467,2023,Galliformes,A/Chicken/Argentina/464-4/2023
EPI2114343,2022,Aves,A/White Stork/Netherlands/22012090-002/2022
EPI3557271,2023,Anseriformes,A/Mallard/Sweden/Ot176073/2023
EPI3591124,2023,Charadriiformes,A/black-headed_gull/Italy/23VIR2013-18/2023
EPI3418464,2024,Galliformes,A/turkey/Minnesota/24-017594-001/2024
EPI2072104,2022,Anseriformes,A/domestic_duck/England/012247/2022
EPI2807439,2022,Aves,A/Caspian tern/Astrakhan/30/2022
EPI3229808,2023,Anseriformes,A/blue-winged teal/Louisiana/UGAI23-893/2023
EPI2510289,2022,Accipitriformes,A/eagle/Tennessee/W23-003/2022
EPI1958725,2021,Galliformes,A/domestic_duck/Northern_Ireland/AI36_21VIR11041-2/2021
EPI2614414,2023,Aves,A/Cooper'ss hawk/Wyoming/23-013975-001/2023
EPI2510281,2022,Aves,A/red-tailed hawk/Kansas/W22-1226/2022
EPI2510280,2023,Charadriiformes,A/black-headed_gull/Czech_Republic/5152-5/2023
EPI2872455,2023,Anseriformes,A/Goose/Argentina/389-1/2023
EPI3557263,2023,Anseriformes,A/Mallard/Sweden/Ot176071/2023
EPI3591116,2023,Charadriiformes,A/black-headed_gull/Italy/23VIR2013-4/2023
EPI3549652,2023,Primates,A/Antofagasta/25945/2023
EPI2526601,2023,Charadriiformes,A/black-headed_gull/Austria/23036780-003/2023
EPI3487834,2024,Galliformes,A/chicken/Colorado/24-020285-010/2024
EPI3364244,2023,Aves,A/pintail/Illinois/23-033982-003/2023
EPI2614406,2023,Aves,A/turkey vulture/Wyoming/23-013715-001/2023
EPI2510272,2023,Charadriiformes,A/black-headed_gull/Czech_Republic/5152-4/2023
EPI3633346,2024,Galliformes,A/chicken/Czech Republic/15043_3/2024
EPI3549644,2023,mammal,A/sea lion/Atacama/242444-1/2023
EPI2788742,2022,Aves,A/hooded crane/Kagoshima/KU-63/2022 (H5N1)
EPI3591100,2023,Falconiformesiformesn,A/peregrine_falcon/Italy/23VIR1618-1/2023
EPI3364236,2023,Aves,A/green-winged teal/North Dakota/23-033788-007/2023
EPI2510264,2023,Charadriiformes,A/black-headed_gull/Czech_Republic/5152-3/2023
EPI2589307,2022,Anseriformes,A/swan/Austria/22030844-004/2022
EPI2784379,2022,Avess,A/african-jacana/Nigeria/VRD22-305-DA18_23VIR8254-113/2022
EPI2784372,2022,Avess,A/white-faced_whistling_duck/Nigeria/VRD22-305-DA17_23VIR8254-112/2022
EPI3364228,2023,Aves,A/American wigeon/Wyoming/23-033721-004/2023
EPI3364220,2023,Aves,A/mallard/Washington/23-033638-015/2023
EPI2510256,2023,Charadriiformes,A/black-headed_gull/Czech_Republic/5152-2/2023
EPI3268555,2023,Aves,A/great horned owl/Kansas/W24-005/2023
EPI3502128,2022,Aves,A/Little egret/Israel/119/2022
EPI2296256,2022,Galliformes,A/Gallus_gallus/Belgium/13078-0001/2022
EPI3549620,2023,mammal,A/chungungo/Chile/241436/2023
EPI2071696,2021,Galliformes,A/chicken/Northern_Ireland/17903/2021
EPI3487803,2024,Artiodactyla,A/dairy cow/Colorado/24_020510-001/2024
EPI2510248,2023,Charadriiformes,A/black-headed_gull/Czech_Republic/5152-1/2023
EPI3268547,2023,Aves,A/red-tailed hawk/Kansas/W23-889/2023
EPI2510240,2023,Galliformes,A/chicken/Czech_Republic/4463_orig/2023
EPI2784358,2022,Avess,A/white-stork/Nigeria/VRD22-305-Ng15_23VIR8254-110/2022
EPI2296243,2022,Galliformes,A/Phasianus_colchicus/Belgium/13027-0001/2022
EPI2071688,2021,Anseriformes,A/domestic_duck/England/069098/2021
EPI2071680,2021,Galliformes,A/chicken/Scotland/068270/2021
PP914094,2024,Passeriformes,A/Grackle/Texas/USL_047/2024
EPI2510232,2023,Galliformes,A/chicken/Czech_Republic/3446/2023
EPI2707355,2022,Accipitriformes,A/Bald Eagle/Minnesota/USDA-011584-001/2022
EPI2133494,2022,Aves,A/crow/Hokkaido/0101Q056/2022 
EPI2788702,2022,Aves,A/hooded crane/Kagoshima/KU-58/2022 (H5N1)
EPI2296234,2022,Aves,A/Pelecanus_conspicillatus/Belgium/12905-0001/2022
EPI2613990,2023,Aves,A/bald eagle/South Carolina/23-008111-001/2023
EPI2619291,2023,Primates,A/England/232540656/2023
EPI2071672,2021,Anseriformes,A/barnacle_goose/England/294620/2021
PP914086,2024,Artiodactyla,A/cattle/Texas/USL_042/2024
EPI2510224,2023,Galliformes,A/chicken/Czech_Republic/3446_orig/2023
EPI2133486,2022,Aves,A/crow/Hokkaido/0103L018/2022 
EPI2141095,2021,Galliformes,A/turkey/Italy/21VIR11302/2021
EPI2296224,2022,Galliformes,A/Gallus_gallus/Belgium/14313-001/2022
EPI2071664,2021,Galliformes,A/pheasant/England/294628/2021
EPI2784330,2022,Avess,A/white-stork/Nigeria/VRD22-305-Ng10_23VIR8254-105/2022
PP914078,2024,Artiodactyla,A/cattle/Texas/MP09/2024
EPI2510216,2023,Galliformes,A/chicken/Czech_Republic/3192_orig/2023
EPI2133478,2022,Aves,A/crow/Hokkaido/0102L015/2022 
EPI2141086,2021,Galliformes,A/guinea_fowl/Italy/21VIR11298/2021
EPI3182761,2024,Aves,A/large-billed crow/Osaka/2702A045/2024
EPI2613974,2023,Aves,A/peregrine falcon/New York/23-009036-001/2023
EPI3306393,2022,Aves,A/Canada_Goose/ON/FAV-0527-5/2022
EPI2071656,2021,Galliformes,A/turkey/England/068583/2021
EPI2784323,2022,Avess,A/white-faced_whistling_duck/Nigeria/VRD22-305-DA09_23VIR8254-104/2022
EPI2141077,2021,Galliformes,A/chicken/Italy/21VIR11238/2021
EPI2707323,2022,Accipitriformes,A/Bald Eagle/Minnesota/USDA-011586-002/2022
EPI3182753,2024,Aves,A/large-billed crow/Osaka/2702A044/2024
EPI3395347,2023,Anseriformes,A/duck/Bangladesh/59006/2023
EPI2760382,2023,Charadriiformes,A/black-headed_gull/Finland/8141_23VIR7026-11/2023
EPI2296209,2022,Carnivora,A/Mustela_furo/Belgium/14312-0002/2022
EPI2071648,2021,Galliformes,A/chicken/England/068375/2021
EPI2071640,2021,Galliformes,A/chicken/Scotland/068163/2021
EPI3320653,2022,Aves,A/Swainsons_Hawk/SK/FAV-0575-54/2022
EPI2141069,2021,Galliformes,A/turkey/Italy/21VIR11237/2021
EPI3182745,2024,Aves,A/large-billed crow/Osaka/2702A043/2024
EPI3395339,2023,Anseriformes,A/duck/Bangladesh/59008/2023
EPI2613958,2023,Aves,A/great horned owl/Colorado/23-007956-001/2023
EPI3306377,2022,Aves,A/Turkey_Vulture/MB/FAV-0561-2/2022
EPI2613950,2023,Aves,A/American crow/Utah/23-007867-006/2023
EPI1942304,2021,Anseriformes,A/goose/Croatia/107/2021
EPI1942302,2021,Anseriformes,A/mute swan/Croatia/104/2021
EPI2119178,2022,Aves,A/Common Tern/Netherlands/17/2022
EPI2784302,2022,Avess,A/spur-winged_goose/Nigeria/VRD22-305-Ng06_23VIR8254-101/2022
EPI2071632,2021,Anseriformes,A/greylag_goose/Northern_Ireland/17795/2021
EPI2352706,2022,Anseriformes,A/Pink-Footed_Goose/England/120645/2022
EPI2119170,2022,Aves,A/Eurasian Spoonbill/Netherlands/3/2022
EPI2471936,2022,mammal,A/Bush_dog/England/037680/2022
EPI2760366,2023,Charadriiformes,A/black-headed_gull/Finland/8107_23VIR7026-7/2023
EPI3306369,2022,mammals,A/Red_Fox/BC/FAV-0580-1/2022
EPI2141051,2021,Galliformes,A/chicken/Italy/21VIR11235/2021
EPI2957735,2023,Anseriformes,A/barnacle_goose/Denmark/24-09539-1.02/2023
EPI3395323,2023,Anseriformes,A/duck/Bangladesh/59013/2023
EPI2613942,2023,Aves,A/red-tailed hawk/Utah/23-007867-003/2023
PQ716889,2023,Accipitriformes,A/Red-tailed hawk/WY/23-002118-001-original/2023
PQ716881,2023,Accipitriformes,A/Red-tailed hawk/WY/23-000979-001-original/2023
EPI2306877,2022,Galliformes,A/chicken/Khabarovsk/24-7 V/2022
EPI2471928,2023,Galliformes,A/chicken/England/038958/2023
EPI2613934,2023,Aves,A/Canada goose/Washington/23-007799-001/2023
EPI2760350,2023,Accipitriformes,A/white_tailed_eagle/Finland/8154_23VIR7026-22/2023
PQ686604,2024,Primates,A/California/193/2024
EPI3049212,2024,Aves,A/Haematopus_ostralegus/Belgium/00639_0002/2024 
EPI2071616,2021,Galliformes,A/chicken/England/067219/2021
EPI3320629,2022,Aves,A/Canada_Goose/AB/FAV-0505-15/2022
PQ686600,2024,Primates,A/California/191/2024
EPI3320621,2022,Aves,A/Canada_Goose/AB/FAV-0505-14/2022
EPI2641112,2023,Animal,A/arctic fox/Finland/546-23/2023
EPI2957719,2023,Anseriformes,A/barnacle_goose/Denmark/24-09302-1.02/2023
EPI3182713,2024,Aves,A/large-billed crow/Osaka/2702A030/2024
EPI2613926,2023,Aves,A/American crow/Iowa/23-007781-002/2023
EPI2760342,2023,Aves,A/great_crested_grebe/Finland/8111_23VIR7026-21/2023
EPI3488299,2023,Charadriiformes,A/Chroicocephalus ridibundus/Zug/V0211/2023
EPI2957711,2023,Anseriformes,A/barnacle_goose/Denmark/24-00026-1.02/2023
EPI2071608,2021,Anseriformes,A/barnacle_goose/Scotland/072143/2021
EPI3488291,2023,Anseriformes,A/Cygnus atratus/Truellikon/V0085/2023
EPI2584473,2021,Anseriformes,A/goose/Czech Republic/18520-2/2021
EPI2584472,2021,Anseriformes,A/goose/Czech Republic/18520-1/2021
EPI2641104,2023,Animal,A/arctic fox/Finland/538-23/2023
EPI3182705,2024,Aves,A/large-billed crow/Ishikawa/1702A010/2024
EPI2613918,2023,Aves,A/bufflehead/California/23-007656-001/2023
EPI2760334,2023,Anseriformes,A/canada_goose/Finland/8109_23VIR7026-20/2023
EPI2789198,2022,Aves,A/hooded crane/Kagoshima/KU-154/2022 (H5N1)
EPI2306845,2022,Galliformes,A/chicken/Khabarovsk/24-3V/2022
EPI2613902,2023,Aves,A/American crow/Iowa/23-007468-001/2023
EPI2306837,2022,Galliformes,A/chicken/Khabarovsk/24-2V/2022
EPI2760318,2023,Charadriiformes,A/black-headed_gull/Finland/8079_23VIR6928-11/2023
EPI2789182,2022,Aves,A/hooded crane/Kagoshima/KU-148/2022 (H5N1)
EPI2306829,2022,Galliformes,A/chicken/Khabarovsk/24-1V/2022
EPI2789174,2022,Aves,A/hooded crane/Kagoshima/KU-147/2022 (H5N1)
EPI1981020,2022,mammals,A/red fox/Netherlands/22002191-003/2022
EPI3306305,2022,Aves,A/Northern_Gannet/QC/FAV-0524-4/2022
EPI3488259,2023,Galliformes,A/Gallus gallus/Fehraltorf/V0384/2023
EPI3488251,2023,Anseriformes,A/Cygnus olor/Kleinandelfingen/V0969/2023
EPI1981012,2022,mammals,A/red fox/Netherlands/22002190-003/2022
EPI2176514,2022,Accipitriformes,A/bald eagle/Florida/W22-189/2022
EPI3488243,2016,Charadriiformes,A/Larus cachinnans/Neuenburgersee/V0247/2016
PQ162280,2024,Artiodactyla,A/dairy cow/Texas/A240750066-18/2024
EPI3599861,2024,Galliformes,A/turkey/Italy/24VIR8701-1/2024
EPI2789158,2022,Aves,A/hooded crane/Kagoshima/KU-145/2022 (H5N1)
EPI2306805,2022,Anseriformes,A/domestic goose/Magadan/14-8V/2022
PP752125,2023,Accipitriformes,A/red-tailed hawk/Kansas/W23-889/2023
EPI1981004,2022,mammals,A/polecat/Netherlands/22002047-001/2022
EPI2310052,2022,Corvidae,A/american crow/Massachusetts/22-006976-004/2022
EPI3599853,2024,Galliformes,A/turkey/Italy/24VIR8702-1/2024
EPI2140598,2021,Galliformes,A/turkey/Italy/21VIR10697-1/2021
EPI2132986,2022,Aves,A/crow/Hokkaido/0101Q061/2022 
EPI3488227,2021,Charadriiformes,A/Larus michahellis/NA/15-0039_21VIR3035_2021/2021
EPI2638360,2021,Aves,A/kestrel/Germany-SH/AI00380/2021
EPI2702489,2022,Anseriformes,A/Snow Goose/North Dakota/USDA-011034-002/2022
EPI3649691,2024,Galliformes,A/turkey/USA/24-031284-029/2024
EPI2710092,2022,Anseriformes,A/Mallard/Colorado/USDA-009476-001/2022
EPI2710091,2022,Aves,A/American Wigeon/Alabama/USDA-004941-003/2022
PP752103,2023,Strigiformes,A/great horned owl/Kansas/W24-005/2023
EPI2310036,2022,Aves,A/Pelican/Venezuela/Inf9/2022
EPI3488211,2023,Aves,A/Tachybaptus ruficollis/Thurgau/V0225/2023
EPI2702478,2022,Anseriformes,A/Snow Goose/South Dakota/USDA-009478-018/2022
EPI1923192,2021,Galliformes,A/turkey/Italy/21VIR8585-1/2021
EPI2072096,2022,Anseriformes,A/mallard_duck/England/388009/2022
EPI3651985,2024,Galliformes,A/Chicken/Netherlands/24029039-001005/2024
EPI2722045,2023,Galliformes,A/chicken/Scotland/103890/2023
EPI3305888,2022,Aves,A/Great_Horned_Owl/BC/OTH-0097-27/2022
EPI2140571,2021,Galliformes,A/turkey/Italy/21VIR10854/2021
EPI3229792,2023,Aves,A/seabird/Uruguay/P25_41023/2023
EPI2702466,2022,Anseriformes,A/Snow Goose/North Dakota/USDA-011034-004/2022
